ts_start,ts_end,nodeid,iccid,total_measurement_duration,dl_test_duration,imsimccmnc,nwmccmnc,cid_changes,enodebid_changes,devicemode_changes,devicesubmode_changes,rsrp_changes,rssi_changes,lac_changes,min_rsrp,max_rsrp,median_rsrp,min_rssi,max_rssi,median_rssi,hour_of_day,day_of_week,res_dl_kbps
1499451449,1499451502,206,89460120151010468094,53,13.00028395652771,24001,24202,0,0,0,0,1,0,0,-90,-89,-89.5,-59,-59,-59.0,18,4,4418.950888
1499581041,1499581095,206,89460120151010468094,54,11.622060537338257,24001,24202,0,0,0,0,0,0,0,-87,-87,-87.0,-59,-59,-59.0,6,6,18255.462251
1517569268,1517569304,206,89460120151010468094,36,13.54190969467163,24001,24202,0,0,0,0,0,0,0,-98,-98,-98.0,-69,-69,-69.0,11,4,1730.93399968374
1500509836,1500509869,206,89460120151010468094,33,11.330370903015137,24001,24202,0,0,0,0,0,0,0,,,,-67,-67,-67.0,0,3,14960.843484
1515902477,1515902518,206,89460120151010468094,41,12.895769357681274,24001,24202,0,0,0,0,2,0,0,-101,-100,-100.0,-68,-68,-68.0,4,6,3161.2110108982542
1502194578,1502194636,206,89460120151010468094,58,13.087162733078003,24001,24202,0,0,0,0,0,1,0,-94,-94,-94.0,-69,-67,-68.0,12,1,9961.73387
1514398570,1514398602,206,89460120151010468094,32,12.099878549575806,24001,24202,0,0,0,0,2,1,0,-103,-100,-101.0,-76,-74,-74.0,18,2,2992.1437269951466
1504411337,1504411377,206,89460120151010468094,40,10.450997591018677,24001,24202,0,0,0,0,0,0,0,,,,-68,-68,-68.0,4,6,22142.964187
1505469737,1505469771,206,89460120151010468094,34,10.691047191619873,24001,24202,0,0,0,0,0,1,0,,,,-74,-72,-74.0,10,4,19798.377787
1514376974,1514377007,206,89460120151010468094,33,10.850335597991943,24001,24202,0,0,0,0,0,0,0,,,,-78,-78,-78.0,12,2,10404.095527075933
1500790645,1500790693,206,89460120151010468094,48,13.165850639343262,24001,24202,0,0,0,0,1,2,0,-97,-96,-97.0,-66,-61,-64.0,6,6,16157.65609
1502475394,1502475433,206,89460120151010468094,39,11.75711703300476,24001,24202,0,0,0,0,0,0,0,,,,-72,-72,-72.0,18,4,13593.798632
1500401843,1500401895,206,89460120151010468094,52,10.82778787612915,24001,24202,0,0,0,0,0,0,0,,,,-72,-72,-72.0,18,1,10724.897165
1502583395,1502583438,206,89460120151010468094,43,11.773752927780151,24001,24202,0,0,0,0,1,1,0,-112,-111,-111.5,-83,-81,-82.0,0,6,18165.773367
1510596910,1510596942,206,89460120151010468094,32,10.718301057815552,24001,24202,0,0,0,0,0,1,0,,,,-92,-87,-89.5,18,0,14935.965456722834
1506895993,1506896027,206,89460120151010468094,34,12.193854093551636,24001,24202,0,0,0,0,0,3,0,,,,-97,-75,-83.0,22,6,7885.24184
1511417711,1511417739,206,89460120151010468094,28,10.34743857383728,24001,24202,0,0,0,0,0,1,0,-82,-82,-82.0,-57,-54,-55.5,6,3,25276.351865217464
1504389738,1504389775,206,89460120151010468094,37,11.071550130844116,24001,24202,0,0,0,0,0,0,0,,,,-67,-67,-67.0,22,5,15098.086037
1504497738,1504497772,206,89460120151010468094,34,11.28845739364624,24001,24202,0,0,0,0,0,0,0,,,,-71,-71,-71.0,4,0,12351.161434
1500531441,1500531496,206,89460120151010468094,55,11.549462080001831,24001,24202,0,0,0,0,0,0,0,,,,-71,-71,-71.0,6,3,18468.331816
1504519341,1504519374,206,89460120151010468094,33,10.94912838935852,24001,24202,0,0,0,0,0,0,0,,,,-69,-69,-69.0,10,0,18879.873475
1505426541,1505426575,206,89460120151010468094,34,11.698400974273682,24001,24202,0,0,0,0,0,0,0,,,,-64,-64,-64.0,22,3,11212.911589
1500812236,1500812265,206,89460120151010468094,29,12.066606998443604,24001,24202,0,0,0,0,0,1,0,-80,-80,-80.0,-55,-52,-53.5,12,6,12221.12624
1499300233,1499300260,206,89460120151010468094,27,10.146809339523315,24001,24202,0,0,0,0,0,0,0,-92,-92,-92.0,-63,-63,-63.0,0,3,28571.918668
1504281738,1504281778,206,89460120151010468094,40,12.031912803649902,24001,24202,0,0,0,0,0,0,0,,,,-61,-61,-61.0,16,4,15663.525772
1500920238,1500920271,206,89460120151010468094,33,11.398561239242554,24001,24202,0,0,0,0,0,0,0,,,,-69,-69,-69.0,18,0,20750.081771
1517090483,1517090511,206,89460120151010468094,28,10.743060827255249,24001,24202,0,0,0,0,0,0,0,-85,-85,-85.0,-56,-56,-56.0,22,5,35552.29973360999
1500855438,1500855466,206,89460120151010468094,28,10.905676126480103,24001,24202,0,0,0,0,0,0,0,-86,-86,-86.0,-55,-55,-55.0,0,0,53846.45931
1499365033,1499365060,206,89460120151010468094,27,10.415620803833008,24001,24202,0,0,0,0,1,1,0,-92,-91,-91.5,-65,-61,-63.0,18,3,39789.815704
1500056239,1500056267,206,89460120151010468094,28,10.690791845321655,24001,24202,0,0,0,0,1,1,0,-91,-90,-91.0,-62,-59,-59.0,18,4,23791.447924
1500077839,1500077900,206,89460120151010468094,61,18.830509662628174,24001,24202,0,0,0,0,0,3,0,,,,-78,-75,-76.0,0,5,3629.128344
1500596312,1500596346,206,89460120151010468094,34,12.217369556427002,24001,24202,0,0,0,0,2,1,0,-96,-93,-94.0,-67,-65,-65.0,0,4,12747.735963
1501287432,1501287477,206,89460120151010468094,45,12.864145278930664,24001,24202,1,0,0,0,0,3,0,,,,-81,-73,-76.0,0,5,11508.698359
1499602661,1499602692,206,89460120151010468094,31,11.71680474281311,24001,24202,0,0,0,0,0,0,0,-86,-86,-86.0,-59,-59,-59.0,12,6,15728.700599
1502648179,1502648215,206,89460120151010468094,36,11.620996236801147,24001,24202,0,0,0,0,0,0,0,,,,-82,-82,-82.0,18,6,11356.155442
1504432937,1504432969,206,89460120151010468094,32,10.671477794647217,24001,24202,0,0,0,0,0,0,0,,,,-73,-73,-73.0,10,6,16019.202098
1503015377,1503015431,206,89460120151010468094,54,25.557731866836548,24001,24202,2,0,0,0,0,5,0,,,,-102,-84,-95.5,0,4,593.95912
1499278632,1499278676,206,89460120151010468094,44,10.541795492172241,24001,24202,0,0,0,0,0,0,0,-94,-94,-94.0,-64,-64,-64.0,18,2,3043.874653
1504454543,1504454579,206,89460120151010468094,36,10.804194927215576,24001,24202,0,0,0,0,0,0,0,,,,-68,-68,-68.0,16,6,15325.402149
1505188945,1505188978,206,89460120151010468094,33,11.610907554626465,24001,24202,0,0,0,0,0,1,0,-80,-80,-80.0,-56,-52,-52.0,4,1,20436.717499
1499624241,1499624295,206,89460120151010468094,54,11.755983352661133,24001,24202,0,0,0,0,0,0,0,-87,-87,-87.0,-59,-59,-59.0,18,6,13507.156118
1503576980,1503577030,206,89460120151010468094,50,11.513973474502563,24001,24202,0,0,0,0,0,1,0,-96,-96,-96.0,-69,-66,-67.5,12,3,42849.170286
1500337042,1500337089,206,89460120151010468094,47,10.821551322937012,24001,24202,0,0,0,0,0,0,0,-96,-96,-96.0,-66,-66,-66.0,0,1,52848.572799
1503209772,1503209806,206,89460120151010468094,34,11.806222677230835,24001,24202,0,0,0,0,0,0,0,,,,-68,-68,-68.0,6,6,13809.125275
1514420176,1514420204,206,89460120151010468094,28,10.187070846557617,24001,24202,0,0,0,0,0,1,0,-91,-91,-91.0,-64,-60,-62.0,0,3,39171.11900167552
1504260138,1504260172,206,89460120151010468094,34,11.028862237930298,24001,24202,0,0,0,0,0,0,0,,,,-64,-64,-64.0,10,4,9719.177685
1501201039,1501201068,206,89460120151010468094,29,10.877807855606079,24001,24202,0,0,0,0,0,1,0,-89,-89,-89.0,-63,-59,-61.0,0,4,51279.376285
1499343433,1499343460,206,89460120151010468094,27,10.131610870361328,24001,24202,0,0,0,0,0,1,0,-91,-91,-91.0,-66,-61,-63.5,12,3,34878.012188
1504324941,1504324979,206,89460120151010468094,38,10.345232248306274,24001,24202,0,0,0,0,0,0,0,,,,-62,-62,-62.0,4,5,11446.238073
1504368135,1504368177,206,89460120151010468094,42,11.059796333312988,24001,24202,0,0,0,0,0,0,0,,,,-61,-61,-61.0,16,5,10430.092293
1502518593,1502518639,206,89460120151010468094,46,12.749221324920654,24001,24202,0,0,0,0,0,0,0,,,,-73,-73,-73.0,6,5,11533.11589
1501395436,1501395465,206,89460120151010468094,29,11.38281536102295,24001,24202,0,0,0,0,0,2,0,-90,-90,-90.0,-63,-58,-60.0,6,6,18155.104332
1500898633,1500898673,206,89460120151010468094,40,11.019092321395874,24001,24202,0,0,0,0,0,1,0,,,,-74,-70,-72.0,12,0,8803.21012
1511396113,1511396142,206,89460120151010468094,29,10.513662815093994,24001,24202,0,0,0,0,0,2,0,-80,-80,-80.0,-55,-53,-53.0,0,3,23325.776202324203
1510985711,1510985740,206,89460120151010468094,29,10.224870920181274,24001,24202,0,0,0,0,0,0,0,-77,-77,-77.0,-49,-49,-49.0,6,5,37930.55885783981
1504346536,1504346577,206,89460120151010468094,41,12.623473644256592,24001,24202,0,0,0,0,0,0,0,,,,-61,-61,-61.0,10,5,15613.113024
1500207436,1500207488,206,89460120151010468094,52,17.09781265258789,24001,24202,0,0,0,0,0,1,0,,,,-75,-70,-72.5,12,6,1742.219573
1503166573,1503166607,206,89460120151010468094,34,11.29394006729126,24001,24202,0,0,0,0,0,0,0,,,,-76,-76,-76.0,18,5,21694.940533
1501049838,1501049875,206,89460120151010468094,37,11.018005132675171,24001,24202,0,0,0,0,0,1,0,,,,-69,-67,-68.0,6,2,24587.594782
1503188173,1503188206,206,89460120151010468094,33,11.838337898254395,24001,24202,0,0,0,0,0,0,0,,,,-66,-66,-66.0,0,6,13914.683039
1499149038,1499149092,206,89460120151010468094,54,10.161513328552246,24001,24202,0,0,0,0,1,1,0,-98,-97,-98.0,-71,-69,-69.0,6,1,13790.88276
1510575312,1510575339,206,89460120151010468094,27,10.623486995697021,24001,24202,0,0,0,0,1,1,0,-78,-77,-77.5,-51,-49,-50.0,12,0,11768.214297234112
1502669806,1502669858,206,89460120151010468094,52,11.85770869255066,24001,24202,0,0,0,0,0,2,0,,,,-88,-77,-82.0,0,0,1748.795213
1507500823,1507500887,206,89460120151010468094,64,13.293702602386475,24001,24202,0,0,0,0,2,2,0,-98,-94,-95.0,-69,-65,-67.0,22,6,4415.6576468599205
1510964113,1510964142,206,89460120151010468094,29,10.298143863677979,24001,24202,0,0,0,0,0,0,0,-78,-78,-78.0,-52,-52,-52.0,0,5,23164.596699135407
1502410594,1502410630,206,89460120151010468094,36,10.89959454536438,24001,24202,0,0,0,0,0,0,0,-68,-68,-68.0,-41,-41,-41.0,0,4,58331.28813
1499408233,1499408261,206,89460120151010468094,28,10.731453895568848,24001,24202,0,0,0,0,0,1,0,-91,-91,-91.0,-62,-60,-62.0,6,4,23607.854185
1502302584,1502302628,206,89460120151010468094,44,12.327895641326904,24001,24202,0,0,0,0,0,1,0,-64,-64,-64.0,-40,-37,-38.5,18,2,21999.772075
1502496991,1502497038,206,89460120151010468094,47,12.146174907684326,24001,24202,0,0,0,0,0,0,0,,,,-75,-75,-75.0,0,5,10586.584223
1504303338,1504303375,206,89460120151010468094,37,10.532911539077759,24001,24202,0,0,0,0,0,0,0,,,,-61,-61,-61.0,22,4,17262.366198
1504476137,1504476171,206,89460120151010468094,34,11.008143424987793,24001,24202,0,0,0,0,0,1,0,,,,-76,-75,-76.0,22,6,22441.770948
1514757676,1514757709,206,89460120151010468094,33,10.284563779830933,24001,24202,0,0,0,0,1,0,0,-83,-81,-82.0,-56,-56,-56.0,22,6,22404.917233043696
1500164241,1500164289,206,89460120151010468094,48,10.997956991195679,24001,24202,0,0,0,0,0,0,0,-86,-86,-86.0,-56,-56,-56.0,0,6,52742.330996
1504713735,1504713770,206,89460120151010468094,35,11.1735258102417,24001,24202,0,0,0,0,0,0,0,,,,-80,-80,-80.0,16,2,5308.03057
1500617908,1500617943,206,89460120151010468094,35,11.078991174697876,24001,24202,0,0,0,0,0,0,0,,,,-83,-83,-83.0,6,4,17163.812002
1499321834,1499321864,206,89460120151010468094,30,13.22662901878357,24001,24202,0,0,0,0,0,0,0,-92,-92,-92.0,-62,-62,-62.0,6,3,14756.902939
1502129776,1502129806,206,89460120151010468094,30,11.992220640182495,24001,24202,0,0,0,0,0,0,0,-87,-87,-87.0,-60,-60,-60.0,18,0,13595.520346
1501157833,1501157863,206,89460120151010468094,30,13.375715255737305,24001,24202,0,0,0,0,0,1,0,-76,-76,-76.0,-50,-48,-49.0,12,3,13656.821842
1502388980,1502389008,206,89460120151010468094,28,11.269557237625122,24001,24202,0,0,0,0,0,0,0,-65,-65,-65.0,-38,-38,-38.0,18,3,34375.187382
1500272341,1500272371,228,89470000160204126016,30,11.011561632156372,24201,24201,0,0,0,0,0,1,0,-97,-97,-97.0,-70,-67,-68.5,6,0,32542.60756
1500574689,1500574719,228,89470000160204126016,30,12.939297676086426,24201,24201,0,0,0,0,2,2,0,-87,-85,-87.0,-63,-58,-62.0,18,3,14955.462587
1500229117,1500229146,228,89470000160204126016,29,11.291565418243408,24201,24201,0,0,0,0,0,1,0,-90,-90,-90.0,-62,-60,-61.0,18,6,73613.914249
1501546575,1501546609,228,89470000160204126016,34,12.507853031158447,24201,24201,0,0,0,0,0,0,0,-99,-99,-99.0,-72,-72,-72.0,0,1,12821.52644
1500682706,1500682751,228,89470000160204126016,45,12.691804647445679,24201,24201,0,0,0,0,1,1,0,-100,-99,-99.5,-75,-73,-74.0,0,5,9646.120691
1499386681,1499386709,228,89470000160204126016,28,11.254361152648926,24201,24201,0,0,0,0,1,0,0,-104,-103,-103.5,-74,-74,-74.0,0,4,29846.999669
1501287637,1501287673,228,89470000160204126016,36,12.182669639587402,24201,24201,0,0,0,0,1,1,0,-98,-97,-97.5,-73,-71,-72.0,0,5,14597.519783
1501568169,1501568217,228,89470000160204126016,48,13.214971542358398,24201,24201,0,0,0,0,1,0,0,-101,-100,-101.0,-74,-74,-74.0,6,1,8995.982813
1500639487,1500639518,228,89470000160204126016,31,13.354341506958008,24201,24201,0,0,0,0,1,1,0,-94,-93,-93.0,-69,-67,-67.0,12,4,11921.041934
1502669831,1502669864,228,89470000160204126016,33,12.427096128463745,24201,24201,0,0,0,0,0,0,0,-99,-99,-99.0,-70,-70,-70.0,0,0,12213.618963
1500769277,1500769316,228,89470000160204126016,39,11.868500709533691,24201,24201,0,0,0,0,0,1,0,-93,-93,-93.0,-69,-65,-67.0,0,6,18433.272721
1500661107,1500661144,228,89470000160204126016,37,11.980172872543335,24201,24201,0,0,0,0,1,1,0,-101,-100,-101.0,-74,-72,-74.0,18,4,7763.216131
1500877119,1500877168,228,89470000160204126016,49,16.000887155532837,24201,24201,0,0,0,0,1,0,0,-113,-111,-112.0,-78,-78,-78.0,6,0,1694.058081
1501395509,1501395539,228,89470000160204126016,30,12.010748386383057,24201,24201,0,0,0,0,1,1,0,-98,-97,-97.0,-73,-70,-70.0,6,6,16019.148179
1500704287,1500704324,228,89470000160204126016,37,13.856971740722656,24201,24201,0,0,0,0,2,0,0,-104,-103,-103.0,-74,-74,-74.0,6,5,6073.787697
1500250685,1500250711,228,89470000160204126016,26,10.735002517700195,24201,24201,0,0,0,0,0,1,0,-92,-92,-92.0,-65,-62,-63.5,0,0,83668.135521
1500617889,1500617916,228,89470000160204126016,27,11.402711868286133,24201,24201,0,0,0,0,2,1,0,-102,-100,-101.0,-72,-70,-70.0,6,4,28058.476748
1502734627,1502734657,228,89470000160204126016,30,13.4375479221344,24201,24201,0,0,0,0,0,0,0,-99,-99,-99.0,-71,-71,-71.0,18,0,11052.383661
1502713042,1502713077,228,89470000160204126016,35,16.36985182762146,24201,24201,0,0,0,0,0,1,0,-98,-98,-98.0,-72,-70,-70.0,12,0,6299.755451
1501373916,1501373945,228,89470000160204126016,29,12.029820203781128,24201,24201,0,0,0,0,0,0,0,-95,-95,-95.0,-68,-68,-68.0,0,6,16849.130217
1502691448,1502691484,228,89470000160204126016,36,14.133336305618286,24201,24201,0,0,0,0,0,0,0,-100,-100,-100.0,-73,-73,-73.0,6,0,8129.55626
1499408280,1499408309,228,89470000160204126016,29,11.473521709442139,24201,24201,0,0,0,0,0,1,0,-105,-105,-105.0,-76,-74,-75.0,6,4,29296.290322
1500596290,1500596318,228,89470000160204126016,28,11.605583906173706,24201,24201,0,0,0,0,0,1,0,-101,-101,-101.0,-72,-70,-71.0,0,4,29026.360929
1500855533,1500855583,228,89470000160204126016,50,15.96025800704956,24201,24201,0,0,0,0,0,0,0,-107,-107,-107.0,-75,-75,-75.0,0,0,1828.452648
1502756225,1502756272,228,89470000160204126016,47,13.495879888534546,24201,24201,0,0,0,0,0,0,0,-116,-116,-116.0,-81,-81,-81.0,0,1,7566.191236
1503382576,1503382606,228,8947080037000370261,30,11.614058256149292,24202,24202,0,0,0,0,0,1,0,-97,-97,-97.0,-72,-70,-70.0,6,1,26156.173409
1500704236,1500704266,228,8947080037000370261,30,13.166580200195312,24202,24202,0,0,0,0,0,1,0,-103,-103,-103.0,-78,-76,-76.0,6,5,13618.011549
1501568251,1501568287,228,8947080037000370261,36,11.983964443206787,24202,24202,0,0,0,0,1,1,0,-108,-107,-107.5,-82,-80,-81.0,6,1,13183.924416
1503512198,1503512230,228,8947080037000370261,32,10.364049673080444,24202,24202,0,0,0,0,1,0,0,-89,-88,-88.5,-60,-60,-60.0,18,2,26344.464495
1515643269,1515643295,228,8947080037000370261,26,10.261401891708374,24202,24202,0,0,0,0,0,2,0,-94,-94,-94.0,-68,-64,-67.0,4,3,37875.66894470353
1503274576,1503274602,228,8947080037000370261,26,10.167037725448608,24202,24202,0,0,0,0,0,0,0,-104,-104,-104.0,-74,-74,-74.0,0,0,29624.51531
1520074928,1520074959,228,8947080037000370261,31,10.452012538909912,24202,24202,0,0,0,0,1,1,0,-104,-102,-104.0,-81,-79,-79.0,11,5,11647.432639958106
1516658497,1516658524,228,8947080037000370261,27,11.179526805877686,24202,24202,0,0,0,0,0,1,0,-87,-87,-87.0,-64,-60,-62.0,22,0,22006.28659789556
1503447377,1503447407,228,8947080037000370261,30,11.635988235473633,24202,24202,0,0,0,0,1,1,0,-98,-96,-96.0,-72,-70,-70.0,0,2,28750.604488
1515924073,1515924099,228,8947080037000370261,26,10.147522449493408,24202,24202,0,0,0,0,1,1,0,-80,-79,-79.5,-57,-53,-55.0,10,6,26736.81844284213
1501740976,1501741003,228,8947080037000370261,27,10.338111400604248,24202,24202,0,0,0,0,2,2,0,-82,-80,-81.0,-57,-52,-54.0,6,3,33910.971369
1500812236,1500812289,228,8947080037000370261,53,13.519567012786865,24202,24202,0,0,0,0,0,0,0,-114,-114,-114.0,-86,-86,-86.0,12,6,5148.202136
1500596237,1500596264,228,8947080037000370261,27,10.849275827407837,24202,24202,0,0,0,0,1,1,0,-101,-100,-100.5,-73,-71,-72.0,0,4,42477.447334
1516032068,1516032101,228,8947080037000370261,33,10.278375148773193,24202,24202,0,0,0,0,0,3,0,,,,-95,-87,-93.0,16,0,17101.365405425677
1502691376,1502691423,228,8947080037000370261,47,10.261667490005493,24202,24202,0,0,0,0,1,1,0,-106,-105,-105.0,-81,-77,-77.0,6,0,21982.51549
1517068867,1517068893,228,8947080037000370261,26,10.363950490951538,24202,24202,0,0,0,0,0,1,0,-74,-74,-74.0,-51,-47,-47.0,16,5,35573.2048734485
1503296175,1503296201,228,8947080037000370261,26,10.186142921447754,24202,24202,0,0,0,0,0,0,0,-101,-101,-101.0,-75,-75,-75.0,6,0,32293.181211
1517547667,1517547693,228,8947080037000370261,26,10.285704135894775,24202,24202,0,0,0,0,0,1,0,-89,-89,-89.0,-62,-59,-59.0,5,4,18029.430275120543
1499192367,1499192401,228,8947080037000370261,34,13.385786771774292,24202,24202,0,0,0,0,0,2,0,,,,-96,-89,-90.0,18,1,12184.350716
1500877041,1500877095,228,8947080037000370261,54,12.000531196594238,24202,24202,0,0,0,0,3,2,0,-103,-98,-101.0,-80,-72,-74.0,6,0,11481.051827
1517004070,1517004112,228,8947080037000370261,42,10.760706663131714,24202,24202,0,0,0,0,0,1,0,-112,-112,-112.0,-87,-85,-86.0,22,4,23712.784021612886
1503339376,1503339402,228,8947080037000370261,26,10.240386009216309,24202,24202,0,0,0,0,0,0,0,-97,-97,-97.0,-71,-71,-71.0,18,0,19564.054565
1501373838,1501373885,228,8947080037000370261,47,16.179847717285156,24202,24202,0,0,0,0,2,2,0,-115,-114,-115.0,-86,-83,-85.0,0,6,5383.167084
1500661036,1500661077,228,8947080037000370261,41,12.378176212310791,24202,24202,0,0,0,0,2,1,0,-103,-100,-102.0,-77,-73,-73.0,18,4,10749.149977
1499213975,1499214006,228,8947080037000370261,31,13.446266889572144,24202,24202,0,0,0,0,0,0,0,,,,-92,-92,-92.0,0,2,9760.531581
1503231375,1503231402,228,8947080037000370261,27,10.499644756317139,24202,24202,0,0,0,0,0,1,0,-94,-94,-94.0,-67,-64,-64.0,12,6,25395.491501
1516485670,1516485710,228,8947080037000370261,40,10.245889902114868,24202,24202,0,0,0,0,0,0,0,-109,-109,-109.0,-82,-82,-82.0,22,5,29083.22111799459
1516356091,1516356118,228,8947080037000370261,27,11.254054069519043,24202,24202,0,0,0,0,0,1,0,-77,-77,-77.0,-54,-51,-51.0,10,4,37189.04177270563
1516723290,1516723319,228,8947080037000370261,29,12.18010139465332,24202,24202,0,0,0,0,0,1,0,-88,-88,-88.0,-64,-62,-62.0,16,1,17353.198183750344
1502777922,1502777956,228,8947080037000370261,34,12.821587562561035,24202,24202,0,0,0,0,0,4,0,,,,-111,-96,-103.0,6,1,5951.878192
1499235567,1499235603,228,8947080037000370261,36,14.030316352844238,24202,24202,0,0,0,0,0,1,0,,,,-94,-93,-93.5,6,2,7607.23483
1516399273,1516399314,228,8947080037000370261,41,10.226385116577148,24202,24202,0,0,0,0,0,1,0,-108,-108,-108.0,-85,-81,-83.0,22,4,23609.623556990136
1500617837,1500617864,228,8947080037000370261,27,11.352048635482788,24202,24202,0,0,0,0,0,1,0,-91,-91,-91.0,-67,-64,-65.5,6,4,27433.293958
1500833837,1500833873,228,8947080037000370261,36,11.663769960403442,24202,24202,0,0,0,0,0,0,0,-101,-101,-101.0,-74,-74,-74.0,18,6,6946.129437
1517612472,1517612509,228,8947080037000370261,37,10.174863576889038,24202,24202,0,0,0,0,0,2,0,-107,-107,-107.0,-84,-80,-82.0,23,4,38695.206147759964
1516507269,1516507306,228,8947080037000370261,37,10.53868818283081,24202,24202,0,0,0,0,0,2,0,-109,-109,-109.0,-84,-82,-83.0,4,6,34279.06059768483
1516636876,1516636904,228,8947080037000370261,28,11.79066801071167,24202,24202,0,0,0,0,0,1,0,-88,-88,-88.0,-65,-61,-61.0,16,0,21074.03500518876
1516852877,1516852904,228,8947080037000370261,27,10.895175218582153,24202,24202,0,0,0,0,1,1,0,-86,-85,-85.5,-61,-59,-60.0,4,3,18030.226928351378
1503188177,1503188218,228,8947080037000370261,41,13.172854661941528,24202,24202,0,0,0,0,0,2,0,-107,-107,-107.0,-83,-79,-81.0,0,6,10722.721221
1516701668,1516701695,228,8947080037000370261,27,10.338785171508789,24202,24202,0,0,0,0,0,1,0,-86,-86,-86.0,-64,-60,-60.0,10,1,17176.477744156302
1514355367,1514355394,228,8947080037000370261,27,11.245346069335938,24202,24202,0,0,0,0,1,1,0,-92,-91,-91.0,-65,-61,-61.0,6,2,9126.09563798787
1515708091,1515708130,228,8947080037000370261,39,10.43248724937439,24202,24202,0,0,0,0,0,1,0,,,,-81,-79,-79.0,22,3,21536.11442358153
1501395436,1501395481,228,8947080037000370261,45,14.332749605178833,24202,24202,0,0,0,0,0,2,0,-113,-113,-113.0,-85,-83,-85.0,6,6,5337.235256
1500682636,1500682680,228,8947080037000370261,44,15.407114744186401,24202,24202,0,0,0,0,0,1,0,-106,-106,-106.0,-80,-77,-78.5,0,5,7919.155967
1503360976,1503361004,228,8947080037000370261,28,10.308463096618652,24202,24202,0,0,0,0,1,1,0,-105,-104,-104.5,-78,-74,-76.0,0,1,10608.973997
1503123375,1503123401,228,8947080037000370261,26,10.697347164154053,24202,24202,0,0,0,0,0,1,0,-84,-84,-84.0,-59,-54,-54.0,6,5,52054.243035
1516226469,1516226497,228,8947080037000370261,28,11.133046388626099,24202,24202,0,0,0,0,0,1,0,-100,-100,-100.0,-72,-70,-72.0,22,2,3782.205759904848
